code,sector,date,Ra
AIA.AX,Industrials,2020-02-28,-0.0851318894913402
AIA.AX,Industrials,2020-03-31,-0.33732331633935797
AIA.AX,Industrials,2020-04-17,0.19191919191919204
AD8.AX,Information Technology,2019-04-30,0.05227655986509294
AD8.AX,Information Technology,2019-05-31,0.28205128205128194
AD8.AX,Information Technology,2019-06-28,-0.0012499999999999734
AD8.AX,Information Technology,2019-07-31,-0.06883604505632035
AD8.AX,Information Technology,2019-08-30,-0.048387096774193616
AD8.AX,Information Technology,2019-09-30,0.0734463276836157
AD8.AX,Information Technology,2019-10-31,-0.03552631578947363
AD8.AX,Information Technology,2019-11-29,0.22100954979536147
AD8.AX,Information Technology,2019-12-31,-0.11284916201117312
AD8.AX,Information Technology,2020-01-31,0.007556675062972307
AD8.AX,Information Technology,2020-02-28,-0.1975
AD8.AX,Information Technology,2020-03-31,-0.40965732087227413
AD8.AX,Information Technology,2020-04-17,0.5065963060686016
AMI.AX,Materials,2019-04-30,0.1037030769230769
AMI.AX,Materials,2019-05-31,-0.16778481392013178
AMI.AX,Materials,2019-06-28,-0.20161229538537817
AMI.AX,Materials,2019-07-31,0.03030207671183449
AMI.AX,Materials,2019-08-30,0.05882376896465358
AMI.AX,Materials,2019-09-30,-0.125
AMI.AX,Materials,2019-10-31,0.03296703296703285
AMI.AX,Materials,2019-11-29,-0.08510638297872342
AMI.AX,Materials,2019-12-31,0.011627906976744207
AMI.AX,Materials,2020-01-31,0.011494252873563315
AMI.AX,Materials,2020-02-28,-0.10227272727272718
AMI.AX,Materials,2020-03-31,-0.39240506329113933
AMI.AX,Materials,2020-04-17,0.5208333333333333
AZJ.AX,Industrials,2019-04-30,0
AZJ.AX,Industrials,2019-05-31,0.088234970501053
AZJ.AX,Industrials,2019-06-28,0.042471168954074434
AZJ.AX,Industrials,2019-07-31,0.066666821849241
AZJ.AX,Industrials,2019-08-30,0.04784229573187382
AZJ.AX,Industrials,2019-09-30,-0.0016919531133395838
AZJ.AX,Industrials,2019-10-31,0
AZJ.AX,Industrials,2019-11-29,-0.02033906496453297
AZJ.AX,Industrials,2019-12-31,-0.09515573083363327
AZJ.AX,Industrials,2020-01-31,0.03441687025189788
AZJ.AX,Industrials,2020-02-28,-0.08427391168419096
AZJ.AX,Industrials,2020-03-31,-0.12422360248447195
AZJ.AX,Industrials,2020-04-17,0.08037825059101644
AST.AX,Utilities,2019-04-30,0
AST.AX,Utilities,2019-05-31,0.02957496033490603
AST.AX,Utilities,2019-06-28,0.05337087578575361
